"customer_id","sale_amount"
9990,63
4827,42
4809,52
4862,35
1760,59
7768,56
6971,36
3103,44
7086,19
9176,32
4077,43
6117,53
9676,57
9723,29
8977,55
2040,61
4643,83
2716,86
9812,77
9785,59
5952,29
5887,51
3651,62
7781,43
1994,68
1891,55
7120,98
3184,43
6627,29
1073,70
9922,46
3025,96
8558,76
3109,38
2682,46
1373,11
6716,42
8343,1
4583,48
4312,89
2923,75
5331,44
5289,58
5950,37
2376,101
2190,61
8214,89
2094,55
8856,47
8115,58
9917,38
8568,60
5666,67
7510,79
2236,48
5500,23
8440,69
6636,98
4410,58
4148,75
5449,105
4532,23
3316,54
1662,29
1271,22
3758,45
4570,63
8725,56
9132,61
5202,30
4429,30
7958,46
1700,47
7008,102
7558,79
2495,37
3893,52
2616,58
3221,75
3870,62
1541,69
8560,59
5408,9
6886,22
6267,65
6538,88
6004,78
9123,65
9839,56
8655,34
6483,65
7829,78
4093,51
3506,60
9225,43
8655,45
3057,43
9467,74
8204,107
6495,35
6501,31
9181,80
4344,72
2057,22
4757,58
3434,32
8600,33
3595,52
3723,76
7188,15
7366,35
5632,42
8053,41
2241,36
6993,86
2295,18
6707,68
7378,90
4157,66
9426,85
4090,10
1468,45
6589,51
8009,35
2019,58
5300,12
1963,12
7620,83
1182,45
3934,48
2651,53
1497,64
6105,1
6903,10
9550,69
6765,56
5320,122
2184,31
3329,96
6375,18
3055,54
6295,59
1062,53
8616,61
6851,18
2760,7
7025,99
2080,47
8763,53
1193,44
2719,63
6232,53
6562,31
6201,30
2499,35
5711,50
4020,46
3748,52
9414,1
9422,57
9067,49
8226,70
3854,34
1357,52
6391,46
1613,98
4274,60
7187,52
1011,70
5955,28
6132,66
5132,2
4901,32
2082,70
6914,43
9372,26
7038,50
4889,8
6189,65
7080,51
1565,26
8926,40
4389,65
3167,62
4507,44
5018,12
3481,51
4228,36
6317,82
7453,58
9513,52
8284,39
6236,49
8779,93
4221,55
1868,26
7459,42
4935,55
5464,67
1595,18
3757,64
2133,33
4628,64
2094,50
5691,38
8490,78
5354,34
7784,66
1161,54
8030,42
1131,47
7959,1
6371,35
1094,88
7576,25
9753,1
8239,60
8546,30
3186,65
4504,21
1826,85
8187,87
2639,34
2690,37
8156,69
5364,86
9996,12
1394,38
9251,37
4100,33
2470,23
8183,18
5251,54
2467,92
3302,63
4546,71
8689,48
6759,49
7908,22
1733,10
7998,49
4687,67
8577,36
6716,70
9546,55
5446,1
2919,72
4077,42
1093,25
9073,82
2613,62
6133,72
8477,27
7778,78
3631,38
7909,32
2441,89
5754,80
8195,97
2942,54
3509,38
9670,45
3062,27
7876,25
4125,77
8906,53
4675,77
1169,20
3464,84
6167,87
2741,1
4249,93
5787,78
3483,20
4178,47
4511,46
7234,89
6553,63
5054,45
3464,3
2139,52
5314,59
3181,63
5889,38
9277,11
2765,72
8238,57
3930,52
8487,24
7853,83
9078,28
9031,42
1806,53
6605,44
8176,38
1597,43
4401,23
6491,80
5657,36
5661,12
3069,90
3465,72
3477,19
2823,90
9036,29
9735,29
3060,64
9246,74
6511,59
6206,27
3065,43
9079,1
8045,47
8112,49
9246,78
3036,41
3127,45
4079,26
5964,83
4779,39
2674,56
4187,84
3266,76
8793,52
5287,47
1389,62
4520,65
1300,30
1363,32
6374,63
1244,63
4235,63
6122,33
4983,34
2401,98
7715,69
5855,54
7176,40
